"workerid","strength","trial_num","target","degree","paraphrase0","gender","contextWithSuper","adjective","super_category","form","names","context","paraphrase1","paraphrase","contextWithSuperPronoun","condition","sub_category"
106,3,10,"cheap","price","super","male"," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.","cheap","kitchen appliances","negative","Tom"," finds a dishwasher and looks at the price.","sub_plural","sub_plural","","context","dishwasher"
106,1,11,"light","weight","super","female"," is in the produce section of the supermarket and picks up a grape.","light","produce","negative","Alicia"," picks up a grape.","sub_plural","sub_plural","","context","grape"
106,3,12," tall","height","super","male"," is sitting at a cafe watching people go by and sees a professional basketball player.","tall","people","positive","Anthony"," sees a professional basketball player.","sub_plural","sub_plural","","context","basketball player"
106,1,13,"short","time","super","male"," is searching for things to watch online with their friend and finds a video of a cute animal.","short","things you watch online","negative","Lee"," finds a video of a cute animal to watch online with their friend.","sub_plural","super","","context","video of the cute animal"
106,2,14,"cheap","price","super","male"," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.","cheap","kitchen appliances","negative","Stephen"," finds a toaster and looks at the price.","sub_plural","sub_plural","","context","toaster"
106,2,15,"heavy","weight","super","female"," is in the produce section of the supermarket and picks up an apple.","heavy","produce","positive","Kathleen"," picks up an apple.","sub_plural","sub_plural","","context","apple"
107,2,1," short","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional soccer player.","short","people","negative","Monica"," sees a professional soccer player.","super","sub_plural","","contextWithSuper","soccer player"
107,3,2,"long","time","sub_plural","female"," is searching for things to watch online with their friend and finds a movie.","long","things you watch online","positive","Kim"," finds a movie to watch online with their friend.","super","super","","contextWithSuper","movie"
107,1,3,"cheap","price","sub_plural","male"," is browsing around a kitchen appliance store. He finds a bottle opener and looks at the price.","cheap","kitchen appliances","negative","Lee"," finds a bottle opener and looks at the price.","super","super","He","contextWithSuper","bottle opener"
107,2,4,"cold","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Fall.","cold","days of the year","negative","William"," lives in Maryland and steps outside in Fall.","super","sub_plural","He","contextWithSuper","day in Fall"
107,2,5,"expensive","price","sub_plural","female"," is browsing around a kitchen appliance store. She finds a toaster and looks at the price.","expensive","kitchen appliances","positive","Maya"," finds a toaster and looks at the price.","super","sub_plural","She","contextWithSuper","toaster"
107,1,6,"light","weight","sub_plural","male"," is in the produce section of the supermarket and picks up a grape.","light","produce","negative","John"," picks up a grape.","super","super","","contextWithSuper","grape"
107,3,7,"expensive","price","sub_plural","male"," is browsing around a kitchen appliance store. He finds a dishwasher and looks at the price.","expensive","kitchen appliances","positive","Robert"," finds a dishwasher and looks at the price.","super","sub_plural","He","contextWithSuper","dishwasher"
107,3,8,"heavy","weight","sub_plural","male"," is in the produce section of the supermarket and picks up a watermelon.","heavy","produce","positive","Lucas"," picks up a watermelon.","super","super","","contextWithSuper","watermelon"
107,1,9,"long","time","sub_plural","female"," is searching for things to watch online with their friend and finds a video of a cute animal.","long","things you watch online","positive","Mika"," finds a video of a cute animal to watch online with their friend.","super","super","","contextWithSuper","video of the cute animal"
107,2,10,"heavy","weight","sub_plural","male"," is in the produce section of the supermarket and picks up an apple.","heavy","produce","positive","Cameron"," picks up an apple.","super","sub_plural","","contextWithSuper","apple"
107,3,11," tall","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional basketball player.","tall","people","positive","Josh"," sees a professional basketball player.","super","sub_plural","","contextWithSuper","basketball player"
107,3,12,"cold","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Summer.","cold","days of the year","negative","Eric"," lives in Maryland and steps outside in Summer.","super","sub_plural","He","contextWithSuper","day in Summer"
107,2,13,"long","time","sub_plural","male"," is searching for things to watch online with their friend and finds a music video.","long","things you watch online","positive","Anthony"," finds a music video to watch online with their friend.","super","sub_plural","","contextWithSuper","music video"
107,1,14," tall","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional gymnast.","tall","people","positive","Daniel"," sees a professional gymnast.","super","super","","contextWithSuper","gymnast"
107,1,15,"cold","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Winter.","cold","days of the year","negative","David"," lives in Maryland and steps outside in Winter.","super","sub_plural","He","contextWithSuper","day in Winter"
108,3,1," tall","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional basketball player.","tall","people","positive","Charles"," sees a professional basketball player.","super","super","","context","basketball player"
